ID da fila;ID da compra;Data da compra;Data de envio;Modo de envio;ID do cliente;Nome do cliente;Segmento;Cidade;Estado;País;Região;ID do produto;Categoria;Sub-categoria;Nome do produto;Vendas;Quantidade;Desconto;Lucro
1875;MX-2011-121790;15/10/2011;20/10/2011;Classe padrão;GP-14680;Giovana Pereira;Varejo;São Paulo;São Paulo;Brasil;Sul;MÓV-ME-10004838;Móveis;Mesas;HON Mesa de centro, Preto;3369,6;2;0,2;-590
1876;US-2014-166394;13/08/2014;20/08/2014;Classe padrão;SC-20290;Samuel Costa;Grande Empresa;San Juan;San Juan;Argentina;Sul;MAT-ET-10000489;Material de escritório;Etiquetas;Harbour Creations Etiquetas de envio, Branco;275,04;6;0,4;-51,36
1877;MX-2013-141383;11/11/2013;16/11/2013;Segunda classe;AA-10540;Ana Araujo;Varejo;Santo Domingo;Santo Domingo;República Dominicana;Caribe;MAT-PA-10004245;Material de escritório;Papel;Green Bar Agenda, Embalagem com 12;446,88;3;0,2;106,08
1878;MX-2011-142293;16/11/2011;20/11/2011;Classe padrão;RC-19720;Rafaela Carvalho;Varejo;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MAT-EN-10003545;Material de escritório;Envelopes;GlobeWeis Com lacre, Reciclado;747;3;0;238,8
1879;MX-2012-168011;09/10/2012;13/10/2012;Classe padrão;RC-19885;Rebeca Correia;Grande Empresa;Contramaestre;Santiago de Cuba;Cuba;Caribe;MAT-ET-10002096;Material de escritório;Etiquetas;Avery Etiquetas de envio, Branco;237;3;0;113,4
1880;MX-2012-168011;09/10/2012;13/10/2012;Classe padrão;RC-19885;Rebeca Correia;Grande Empresa;Contramaestre;Santiago de Cuba;Cuba;Caribe;TEC-CO-10001365;Tecnologia;Copiadoras;Brother Fax, Par;2119,3528;1;0,002;207,9528
1881;MX-2012-169390;05/11/2012;08/11/2012;Segunda classe;ÁC-10105;Ágatha Cunha;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-EN-10002850;Material de escritório;Envelopes;GlobeWeis Envelope profissional, Conjunto de 50;208,08;3;0,4;20,28
1882;MX-2014-136392;08/09/2014;12/09/2014;Classe padrão;NR-19255;Nicolash Rocha;Grande Empresa;Petapa;Guatemala;Guatemala;Central;MAT-PA-10001982;Material de escritório;Papel;Xerox Cadernetas, Reciclado;448;5;0;201
1883;MX-2011-168599;14/01/2011;15/01/2011;Primeira classe;VF-21055;Victor Ferreira;Varejo;Tijuana;Baixa Califórnia;México;Norte;MAT-EN-10003914;Material de escritório;Envelopes;Jiffy Com lacre, Prata;1055,2;4;0;189,6
1884;MX-2014-106978;02/09/2014;06/09/2014;Classe padrão;AA-10465;Amanda Azevedo;Varejo;Mérida;Yucatán;México;Norte;MAT-FI-10004130;Material de escritório;Fichários;Acco Divisórias, Durável;537,6;8;0;96
1885;MX-2014-106978;02/09/2014;06/09/2014;Classe padrão;AA-10465;Amanda Azevedo;Varejo;Mérida;Yucatán;México;Norte;MAT-AR-10001836;Material de escritório;Arte;Boston Canetas, Metal;206,4;2;0;78,4
1886;MX-2014-106978;02/09/2014;06/09/2014;Classe padrão;AA-10465;Amanda Azevedo;Varejo;Mérida;Yucatán;México;Norte;MAT-MA-10001124;Material de escritório;Materiais;Elite Tesouras, Retangular;2039,8;7;0;0
1887;MX-2014-149678;10/06/2014;14/06/2014;Classe padrão;MG-18340;Marina Goncalves;Varejo;Ilopango;San Salvador;El Salvador;Central;TEC-CO-10001678;Tecnologia;Copiadoras;Brother Copiadora, Vermelho;5199,3804;3;0,002;2177,1804
1888;US-2013-160486;18/12/2013;18/12/2013;No mesmo dia;JB-15460;Joao Barros;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-AR-10001693;Material de escritório;Armazenamento;Fellowes Carrinho bandeja, Metal;545,52;1;0,4;-318,28
1889;US-2013-160486;18/12/2013;18/12/2013;No mesmo dia;JB-15460;Joao Barros;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;MÓV-ES-10000484;Móveis;Estantes;Dania Conjunto de pratelheiras, Tradicional;1354,8;2;0,4;-880,8
1890;US-2013-160486;18/12/2013;18/12/2013;No mesmo dia;JB-15460;Joao Barros;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-ET-10001567;Material de escritório;Etiquetas;Avery Etiquetas jurídicas, Branco;226,8;5;0,4;-110,2
1891;US-2014-117401;06/11/2014;11/11/2014;Classe padrão;KD-16405;Kauan Dias;Pequenas e Medias Empresas;San Pedro de Macorís;San Pedro de Macorís;República Dominicana;Caribe;MAT-CO-10002631;Material de escritório;Colchetes;Stockwell Alfinetes, Metal;231,84;3;0,2;-52,56
1892;US-2014-117401;06/11/2014;11/11/2014;Classe padrão;KD-16405;Kauan Dias;Pequenas e Medias Empresas;San Pedro de Macorís;San Pedro de Macorís;República Dominicana;Caribe;MAT-CO-10002266;Material de escritório;Colchetes;Stockwell Percevejo niquelado, Embalagem tipo bulk;490,56;7;0,2;11,76
1893;US-2012-122413;20/06/2012;25/06/2012;Classe padrão;NM-19165;Nicolas Martins;Varejo;Campeche;Campeche;México;Norte;MÓV-MÓ-10001780;Móveis;Móveis ;Deflect-O Caixa para correspondência, Premium;95,64;1;0,4;-27,16
1894;MX-2013-127768;18/09/2013;23/09/2013;Classe padrão;RM-19660;Rafael Melo;Pequenas e Medias Empresas;Chinandega;Chinandega;Nicarágua;Central;MAT-PA-10002778;Material de escritório;Papel;Eaton Artigos de papelaria, Embalagem com 12;328,8;1;0;32,8
1895;MX-2013-127768;18/09/2013;23/09/2013;Classe padrão;RM-19660;Rafael Melo;Pequenas e Medias Empresas;Chinandega;Chinandega;Nicarágua;Central;MÓV-ES-10003589;Móveis;Estantes;Sauder Estante, Tradicional;1957,6;2;0;469,6
1896;MX-2014-163517;12/06/2014;12/06/2014;No mesmo dia;KC-16150;Kai Cavalcanti;Grande Empresa;Itapevi;São Paulo;Brasil;Sul;MAT-CO-10001035;Material de escritório;Colchetes;Accos Prendedores de papel, Metal;780;6;0;374,4
1897;MX-2014-163517;12/06/2014;12/06/2014;No mesmo dia;KC-16150;Kai Cavalcanti;Grande Empresa;Itapevi;São Paulo;Brasil;Sul;MAT-MA-10004762;Material de escritório;Materiais;Elite Abridor de carta, Retangular;480;3;0;211,2
1898;MX-2014-163517;12/06/2014;12/06/2014;No mesmo dia;KC-16150;Kai Cavalcanti;Grande Empresa;Itapevi;São Paulo;Brasil;Sul;MÓV-MÓ-10001597;Móveis;Móveis ;Eldon Moldura, Durável;3776;5;0;1057
1899;MX-2014-124744;17/12/2014;19/12/2014;Primeira classe;MB-18295;Marina Barbosa;Grande Empresa;Matagalpa;Matagalpa;Nicarágua;Central;MAT-AC-10003188;Material de escritório;Acessórios;Hamilton Beach Forno, Preto;18059;5;0;1264
1900;MX-2014-124744;17/12/2014;19/12/2014;Primeira classe;MB-18295;Marina Barbosa;Grande Empresa;Matagalpa;Matagalpa;Nicarágua;Central;MÓV-ES-10004807;Móveis;Estantes;Dania Estante tradicional, Branco;2755,2;1;0;495,8
1901;MX-2014-124744;17/12/2014;19/12/2014;Primeira classe;MB-18295;Marina Barbosa;Grande Empresa;Matagalpa;Matagalpa;Nicarágua;Central;MAT-EN-10003491;Material de escritório;Envelopes;GlobeWeis Malote, Vermelho;684,8;2;0;54,4
1902;MX-2014-124744;17/12/2014;19/12/2014;Primeira classe;MB-18295;Marina Barbosa;Grande Empresa;Matagalpa;Matagalpa;Nicarágua;Central;MÓV-ES-10000469;Móveis;Estantes;Dania Biblioteca, Preto;12125;5;0;6062
1903;MX-2014-124744;17/12/2014;19/12/2014;Primeira classe;MB-18295;Marina Barbosa;Grande Empresa;Matagalpa;Matagalpa;Nicarágua;Central;MÓV-ES-10001958;Móveis;Estantes;Dania Par, Preto;5759,6;7;0;1208,2
1904;MX-2014-124744;17/12/2014;19/12/2014;Primeira classe;MB-18295;Marina Barbosa;Grande Empresa;Matagalpa;Matagalpa;Nicarágua;Central;MÓV-MÓ-10003862;Móveis;Móveis ;Eldon Relógio de parede, Preto;753,6;2;0;301,2
1905;MX-2014-124744;17/12/2014;19/12/2014;Primeira classe;MB-18295;Marina Barbosa;Grande Empresa;Matagalpa;Matagalpa;Nicarágua;Central;MAT-MA-10000119;Material de escritório;Materiais;Fiskars Tesouras, Industrial;328,4;1;0;164,2
1906;US-2012-151428;15/09/2012;20/09/2012;Classe padrão;GA-14995;Gustavo Araujo;Varejo;Buenos Aires;Cidade de Buenos Aires;Argentina;Sul;MAT-PA-10002115;Material de escritório;Papel;Enermax Papel de pergaminho, Embalagem com 12;312,48;4;0,4;-62,72
1907;US-2012-151428;15/09/2012;20/09/2012;Classe padrão;GA-14995;Gustavo Araujo;Varejo;Buenos Aires;Cidade de Buenos Aires;Argentina;Sul;MAT-EN-10003820;Material de escritório;Envelopes;Jiffy Envelope com fecho, Reciclado;117,12;4;0,4;-64,48
1908;MX-2011-125871;02/07/2011;05/07/2011;Segunda classe;TA-20710;Tânia Azevedo;Pequenas e Medias Empresas;Santo Domingo;Santo Domingo;República Dominicana;Caribe;MAT-MA-10001777;Material de escritório;Materiais;Stiletto Tesouras, Azul;251,84;2;0,2;87,84
1909;MX-2011-125871;02/07/2011;05/07/2011;Segunda classe;TA-20710;Tânia Azevedo;Pequenas e Medias Empresas;Santo Domingo;Santo Domingo;República Dominicana;Caribe;MAT-FI-10002664;Material de escritório;Fichários;Cardinal Perfurador, Econômico;460,8;3;0,2;57,6
1910;MX-2011-131240;28/11/2011;03/12/2011;Classe padrão;OA-19345;Otávio Alves;Grande Empresa;Bayamo;Granma;Cuba;Caribe;MÓV-MÓ-10004273;Móveis;Móveis ;Eldon Peso de porta, Preto;334,4;1;0;103,6
1911;MX-2011-131240;28/11/2011;03/12/2011;Classe padrão;OA-19345;Otávio Alves;Grande Empresa;Bayamo;Granma;Cuba;Caribe;MAT-AR-10004344;Material de escritório;Arte;BIC Marcador, Tamanhos variados;394,8;2;0;189,2
1912;MX-2014-166660;06/01/2014;06/01/2014;No mesmo dia;CC-11905;Caio Cavalcanti;Pequenas e Medias Empresas;Irapuato;Guanajuato;México;Norte;MAT-MA-10002004;Material de escritório;Materiais;Stiletto Tesouras, Aço;316,6;1;0;72,8
1913;MX-2013-120985;14/11/2013;18/11/2013;Classe padrão;SR-20560;Sofia Ribeiro;Pequenas e Medias Empresas;Puerto Padre;Las Tunas;Cuba;Caribe;MAT-AC-10001458;Material de escritório;Acessórios;Hamilton Beach Moedor de café, Vermelho;2559,6;9;0;1049,4
1914;MX-2014-156111;14/06/2014;19/06/2014;Classe padrão;LC-17545;Lucas Carvalho;Pequenas e Medias Empresas;Ilopango;San Salvador;El Salvador;Central;MÓV-CA-10000075;Móveis;Cadeiras;Novimex Banqueta, Par;6668,4;6;0;2467,2
1915;MX-2012-104528;18/12/2012;25/12/2012;Classe padrão;VP-21100;Victor Pinto;Varejo;Bajos de Haina;San Cristóbal;República Dominicana;Caribe;MAT-MA-10002669;Material de escritório;Materiais;Fiskars Abridor de carta, Aço;145,76;1;0,2;30,96
1916;MX-2013-128440;28/11/2013;05/12/2013;Classe padrão;JB-15460;Joao Barros;Grande Empresa;Cancún;Quintana Roo;México;Norte;MAT-ET-10003335;Material de escritório;Etiquetas;Novimex Etiquetas de envio, Ajustável;710,4;12;0;4,8
1917;MX-2013-128440;28/11/2013;05/12/2013;Classe padrão;JB-15460;Joao Barros;Grande Empresa;Cancún;Quintana Roo;México;Norte;MAT-ET-10000611;Material de escritório;Etiquetas;Smead Etiquetas jurídicas, Ajustável;180;3;0;46,8
1918;MX-2013-128440;28/11/2013;05/12/2013;Classe padrão;JB-15460;Joao Barros;Grande Empresa;Cancún;Quintana Roo;México;Norte;MÓV-ES-10003307;Móveis;Estantes;Dania Conjunto de pratelheiras, Metal;4501,6;5;0,2;1181,6
1919;MX-2013-128440;28/11/2013;05/12/2013;Classe padrão;JB-15460;Joao Barros;Grande Empresa;Cancún;Quintana Roo;México;Norte;TEC-CO-10004255;Tecnologia;Copiadoras;Sharp Fax e copiadora, Colorida;7919,3296;7;0,002;2364,1296
1920;MX-2012-105424;19/11/2012;24/11/2012;Classe padrão;VC-21415;Vitór Castro;Varejo;Guadalajara;Jalisco;México;Norte;MÓV-CA-10004353;Móveis;Cadeiras;SAFCO Banqueta, Par;7261,44;8;0,2;1179,84
1921;MX-2012-105424;19/11/2012;24/11/2012;Classe padrão;VC-21415;Vitór Castro;Varejo;Guadalajara;Jalisco;México;Norte;MÓV-MÓ-10003988;Móveis;Móveis ;Deflect-O Lâmpada, Preto;227,88;3;0,4;37,68
1922;MX-2014-143588;02/12/2014;06/12/2014;Classe padrão;BB-11365;Brenda Barros;Grande Empresa;Charallave;Miranda;Venezuela;Sul;MÓV-ES-10003872;Móveis;Estantes;Bush Estante, Branco;504,12;1;0,4;16,72
1923;US-2012-139801;11/11/2012;14/11/2012;Primeira classe;ER-13900;Estevan Ribeiro;Varejo;Valencia;Carabobo;Venezuela;Sul;TEC-AC-10003930;Tecnologia;Acessórios;Logitech Cartão de memória, Econômico;2067,6;5;0,4;-448,4
1924;US-2012-139801;11/11/2012;14/11/2012;Primeira classe;ER-13900;Estevan Ribeiro;Varejo;Valencia;Carabobo;Venezuela;Sul;MAT-AC-10003200;Material de escritório;Acessórios;Cuisinart Forno, Vermelho;6459,48;3;0,4;-1507,32
1925;MX-2013-145240;22/06/2013;24/06/2013;Segunda classe;AL-10510;Amanda Lima;Varejo;Tipitapa;Managua;Nicarágua;Central;MAT-CO-10002728;Material de escritório;Colchetes;Stockwell Grampos, Metal;421,2;6;0;62,4
1926;MX-2014-167724;22/09/2014;24/09/2014;Primeira classe;CC-12520;Clara Cardoso;Varejo;Guantânamo;Guantânamo;Cuba;Caribe;MAT-AR-10001300;Material de escritório;Arte;BIC Bloco de desenho, Azul;2270,8;7;0;431,2
1927;MX-2014-167724;22/09/2014;24/09/2014;Primeira classe;CC-12520;Clara Cardoso;Varejo;Guantânamo;Guantânamo;Cuba;Caribe;MAT-PA-10000782;Material de escritório;Papel;Xerox Cadernetas, Embalagem com 12;353,4;3;0;91,8
1928;MX-2014-167724;22/09/2014;24/09/2014;Primeira classe;CC-12520;Clara Cardoso;Varejo;Guantânamo;Guantânamo;Cuba;Caribe;TEC-TE-10002082;Tecnologia;Telefones;Apple Caixa de som, Azul;3337,8;3;0;834
1929;MX-2011-143168;19/12/2011;24/12/2011;Segunda classe;LC-17290;Livia Carvalho;Pequenas e Medias Empresas;Huehuetenango;Huehuetenango;Guatemala;Central;TEC-TE-10001415;Tecnologia;Telefones;Samsung Headset, Tamanhos variados;3042;6;0;850,8
1930;MX-2011-143168;19/12/2011;24/12/2011;Segunda classe;LC-17290;Livia Carvalho;Pequenas e Medias Empresas;Huehuetenango;Huehuetenango;Guatemala;Central;MAT-ET-10000494;Material de escritório;Etiquetas;Novimex Etiquetas de envio, Vermelho;288;4;0;132
1931;MX-2011-143168;19/12/2011;24/12/2011;Segunda classe;LC-17290;Livia Carvalho;Pequenas e Medias Empresas;Huehuetenango;Huehuetenango;Guatemala;Central;MAT-PA-10002516;Material de escritório;Papel;Eaton Cadernetas, Premium;1190,8;13;0;70,2
1932;MX-2011-143168;19/12/2011;24/12/2011;Segunda classe;LC-17290;Livia Carvalho;Pequenas e Medias Empresas;Huehuetenango;Huehuetenango;Guatemala;Central;TEC-CO-10004626;Tecnologia;Copiadoras;HP Fax, Vermelho;3967,2496;2;0,002;707,2496
1933;MX-2011-105186;10/11/2011;15/11/2011;Classe padrão;LP-17500;Luana Pinto;Varejo;Sucre;Chuquisaca;Bolívia;Sul;MÓV-ES-10000821;Móveis;Estantes;Dania Estante, Branco;2482,2;3;0;868,2
1934;MX-2012-165491;04/02/2012;08/02/2012;Segunda classe;CG-12100;Camila Goncalves;Pequenas e Medias Empresas;Guasave;Sinaloa;México;Norte;MÓV-CA-10000803;Móveis;Cadeiras;Office Star Cadeira de balanço, Par;3817,6;5;0,2;142,6
1935;MX-2012-165491;04/02/2012;08/02/2012;Segunda classe;CG-12100;Camila Goncalves;Pequenas e Medias Empresas;Guasave;Sinaloa;México;Norte;TEC-CO-10001763;Tecnologia;Copiadoras;HP Fax, Par;5986,8024;3;0,002;1967,4024
1936;MX-2011-109239;17/06/2011;21/06/2011;Classe padrão;KB-16465;Kauê Barbosa;Varejo;Recife;Pernambuco;Brasil;Sul;TEC-TE-10000135;Tecnologia;Telefones;Apple Telefone do escritório, Embalagem tipo bulk;871,6;2;0;313,6
1937;MX-2011-109239;17/06/2011;21/06/2011;Classe padrão;KB-16465;Kauê Barbosa;Varejo;Recife;Pernambuco;Brasil;Sul;TEC-MÁ-10004560;Tecnologia;Máquinas;Epson Calculadora, Durável;930,6;3;0;83,4
1938;MX-2011-109239;17/06/2011;21/06/2011;Classe padrão;KB-16465;Kauê Barbosa;Varejo;Recife;Pernambuco;Brasil;Sul;MÓV-ES-10003729;Móveis;Estantes;Bush Estante, Metal;1639,6;2;0;278,4
1939;MX-2011-116246;26/02/2011;02/03/2011;Segunda classe;RA-19615;Rafael Araujo;Varejo;Apopa;San Salvador;El Salvador;Central;MAT-AR-10003795;Material de escritório;Arte;Stanley Marcador, Metal;469,2;3;0;173,4
1940;MX-2011-116246;26/02/2011;02/03/2011;Segunda classe;RA-19615;Rafael Araujo;Varejo;Apopa;San Salvador;El Salvador;Central;MAT-AR-10003090;Material de escritório;Armazenamento;Tenex Carrinho bandeja, Azul;2682,6;3;0;106,8
1941;MX-2011-116246;26/02/2011;02/03/2011;Segunda classe;RA-19615;Rafael Araujo;Varejo;Apopa;San Salvador;El Salvador;Central;MAT-MA-10001124;Material de escritório;Materiais;Elite Tesouras, Retangular;582,8;2;0;0
1942;MX-2014-158876;24/07/2014;28/07/2014;Classe padrão;GC-14395;Gabriel Castro;Grande Empresa;São Paulo;São Paulo;Brasil;Sul;MAT-ET-10001569;Material de escritório;Etiquetas;HON Etiquetas removíveis, Durável;355;5;0;110
1943;MX-2014-158876;24/07/2014;28/07/2014;Classe padrão;GC-14395;Gabriel Castro;Grande Empresa;São Paulo;São Paulo;Brasil;Sul;MAT-AC-10001722;Material de escritório;Acessórios;KitchenAid Torradeira, Vermelho;1706,4;3;0;733,2
1944;MX-2013-129910;09/03/2013;13/03/2013;Classe padrão;ES-13840;Erick Sousa;Grande Empresa;Puebla;Puebla;México;Norte;TEC-CO-10001192;Tecnologia;Copiadoras;HP Copiadora para uso pessoal, Par;1653,8856;2;0,002;725,4856
1945;US-2014-137988;14/03/2014;19/03/2014;Classe padrão;DC-12640;Daniel Cavalcanti;Varejo;León;Guanajuato;México;Norte;MÓV-CA-10003610;Móveis;Cadeiras;Office Star Protetor de piso, Vermelho;702,08;2;0,2;-61,52
1946;MX-2014-147480;02/10/2014;02/10/2014;No mesmo dia;EM-13750;Erick Martins;Grande Empresa;Santo André;São Paulo;Brasil;Sul;MAT-CO-10001559;Material de escritório;Colchetes;Stockwell Alfinetes, Embalagem tipo bulk;186,4;2;0;82
1947;MX-2014-147480;02/10/2014;02/10/2014;No mesmo dia;EM-13750;Erick Martins;Grande Empresa;Santo André;São Paulo;Brasil;Sul;TEC-TE-10000636;Tecnologia;Telefones;Nokia Carregador, Tamanhos variados;17037,6;4;0;6814,4
1948;MX-2014-147480;02/10/2014;02/10/2014;No mesmo dia;EM-13750;Erick Martins;Grande Empresa;Santo André;São Paulo;Brasil;Sul;MAT-AR-10002720;Material de escritório;Armazenamento;Smead Bandejas, Tamanho real;970,2;3;0;358,8
1949;MX-2014-147480;02/10/2014;02/10/2014;No mesmo dia;EM-13750;Erick Martins;Grande Empresa;Santo André;São Paulo;Brasil;Sul;TEC-MÁ-10003471;Tecnologia;Máquinas;StarTech Telefone, Multicolorido;1987,2;4;0;655,2
1950;MX-2013-150140;24/09/2013;28/09/2013;Classe padrão;LB-16750;Lavinia Barros;Varejo;Zapopan;Jalisco;México;Norte;TEC-AC-10002180;Tecnologia;Acessórios;SanDisk Pen drive, Programável;1915,2;7;0;574
1951;MX-2013-150140;24/09/2013;28/09/2013;Classe padrão;LB-16750;Lavinia Barros;Varejo;Zapopan;Jalisco;México;Norte;MAT-AR-10004222;Material de escritório;Arte;Sanford Apontador, Metal;903;5;0;316
1952;MX-2013-150140;24/09/2013;28/09/2013;Classe padrão;LB-16750;Lavinia Barros;Varejo;Zapopan;Jalisco;México;Norte;MAT-AR-10000703;Material de escritório;Arte;BIC Apontador, Metal;201,8;1;0;12
1953;MX-2013-150140;24/09/2013;28/09/2013;Classe padrão;LB-16750;Lavinia Barros;Varejo;Zapopan;Jalisco;México;Norte;MAT-ET-10004412;Material de escritório;Etiquetas;Harbour Creations Etiquetas redondas, Branco;225;5;0;108
1954;MX-2013-150140;24/09/2013;28/09/2013;Classe padrão;LB-16750;Lavinia Barros;Varejo;Zapopan;Jalisco;México;Norte;TEC-AC-10002724;Tecnologia;Acessórios;SanDisk Roteador, Programável;5157;3;0;1598,4
1955;MX-2013-150140;24/09/2013;28/09/2013;Classe padrão;LB-16750;Lavinia Barros;Varejo;Zapopan;Jalisco;México;Norte;MAT-CO-10002370;Material de escritório;Colchetes;OIC Alfinetes, Embalagem tipo bulk;298,2;3;0;145,8
1956;MX-2013-153479;20/03/2013;24/03/2013;Classe padrão;SB-20230;Samuel Barbosa;Grande Empresa;Querétaro;Querétaro;México;Norte;MAT-FI-10004410;Material de escritório;Fichários;Ibico Capa para fichário, Transparente;262,2;3;0;73,2
1957;MX-2013-153479;20/03/2013;24/03/2013;Classe padrão;SB-20230;Samuel Barbosa;Grande Empresa;Querétaro;Querétaro;México;Norte;MAT-AR-10004188;Material de escritório;Arte;Boston Marcadores de texto, Azul;251,6;2;0;35,2
1958;MX-2013-153479;20/03/2013;24/03/2013;Classe padrão;SB-20230;Samuel Barbosa;Grande Empresa;Querétaro;Querétaro;México;Norte;MAT-EN-10001448;Material de escritório;Envelopes;Cameo Envelope kraft, Prata;392;2;0;82
1959;MX-2013-153479;20/03/2013;24/03/2013;Classe padrão;SB-20230;Samuel Barbosa;Grande Empresa;Querétaro;Querétaro;México;Norte;MAT-AC-10004452;Material de escritório;Acessórios;Cuisinart Torradeira, Preto;1410,4;4;0;13,6
1960;MX-2013-153479;20/03/2013;24/03/2013;Classe padrão;SB-20230;Samuel Barbosa;Grande Empresa;Querétaro;Querétaro;México;Norte;MAT-AC-10001458;Material de escritório;Acessórios;Hamilton Beach Moedor de café, Vermelho;1422;5;0;583
1961;MX-2013-153479;20/03/2013;24/03/2013;Classe padrão;SB-20230;Samuel Barbosa;Grande Empresa;Querétaro;Querétaro;México;Norte;TEC-TE-10000636;Tecnologia;Telefones;Nokia Carregador, Tamanhos variados;12778,2;3;0;5110,8
1962;MX-2013-153479;20/03/2013;24/03/2013;Classe padrão;SB-20230;Samuel Barbosa;Grande Empresa;Querétaro;Querétaro;México;Norte;MAT-MA-10000282;Material de escritório;Materiais;Kleencut Estilete, Industrial;725,4;3;0;195,6
1963;MX-2013-132395;05/06/2013;10/06/2013;Classe padrão;ÁC-10090;Ágatha Costa;Varejo;Estelí;Estelí;Nicarágua;Central;MAT-AC-10002466;Material de escritório;Acessórios;Cuisinart Forno, Preto;25093,6;7;0;4265,8
1964;MX-2013-132395;05/06/2013;10/06/2013;Classe padrão;ÁC-10090;Ágatha Costa;Varejo;Estelí;Estelí;Nicarágua;Central;MAT-EN-10000091;Material de escritório;Envelopes;Cameo Malote, Vermelho;2038,8;6;0;182,4
1965;MX-2013-132395;05/06/2013;10/06/2013;Classe padrão;ÁC-10090;Ágatha Costa;Varejo;Estelí;Estelí;Nicarágua;Central;TEC-AC-10003203;Tecnologia;Acessórios;Enermax Teclado, Econômico;1112,8;2;0;66,4
1966;MX-2014-113054;15/07/2014;20/07/2014;Segunda classe;MD-18325;Marina Dias;Varejo;Holguín;Holguín;Cuba;Caribe;MAT-MA-10003531;Material de escritório;Materiais;Acme Tesouras, Azul;678,4;4;0;169,6
1967;MX-2012-104871;14/11/2012;17/11/2012;Primeira classe;CS-12220;Carla Silva;Varejo;Rosarito;Baixa Califórnia;México;Norte;TEC-CO-10001933;Tecnologia;Copiadoras;Sharp Copiadora para uso pessoal, Vermelho;1572,848;2;0,002;359,248
1968;US-2014-168949;08/08/2014;12/08/2014;Classe padrão;MS-18205;Maria Santos;Grande Empresa;Carrefour;Oeste;Haiti;Caribe;MAT-FI-10001408;Material de escritório;Fichários;Avery Encadernadora, Transparente;386,4;2;0,4;-251,2
1969;MX-2013-142937;04/11/2013;06/11/2013;Segunda classe;LS-17365;Livia Santos;Varejo;Matehuala;San Luis Potosí;México;Norte;MAT-AR-10001863;Material de escritório;Armazenamento;Rogers Pratelheiras, Tamanho real;1243,2;3;0;37,2
1970;MX-2011-111255;04/01/2011;09/01/2011;Segunda classe;RF-19915;Rebeca Fernandes;Varejo;Francisco Beltrão;Paraná;Brasil;Sul;MAT-MA-10003204;Material de escritório;Materiais;Fiskars Abridor de carta, Azul;1489,6;8;0;281,6
1971;MX-2011-111255;04/01/2011;09/01/2011;Segunda classe;RF-19915;Rebeca Fernandes;Varejo;Francisco Beltrão;Paraná;Brasil;Sul;MÓV-ES-10002397;Móveis;Estantes;Dania Estante tradicional, Preto;16484,4;6;0;6098,4
1972;US-2013-134040;06/12/2013;13/12/2013;Classe padrão;RC-19645;Rafael Costa;Grande Empresa;Gonaïves;L'Artibonite;Haiti;Caribe;TEC-TE-10000621;Tecnologia;Telefones;Cisco Smart Phone, Tamanho real;2236,32;4;0,4;-1490,88
1973;US-2013-134040;06/12/2013;13/12/2013;Classe padrão;RC-19645;Rafael Costa;Grande Empresa;Gonaïves;L'Artibonite;Haiti;Caribe;MAT-EN-10004466;Material de escritório;Envelopes;GlobeWeis Envelope kraft, Vermelho;742,32;6;0,4;-396,48
1974;US-2013-134040;06/12/2013;13/12/2013;Classe padrão;RC-19645;Rafael Costa;Grande Empresa;Gonaïves;L'Artibonite;Haiti;Caribe;TEC-AC-10000904;Tecnologia;Acessórios;Belkin Teclado, Durável;1345,44;4;0,4;156,64
1975;US-2013-134040;06/12/2013;13/12/2013;Classe padrão;RC-19645;Rafael Costa;Grande Empresa;Gonaïves;L'Artibonite;Haiti;Caribe;MÓV-MÓ-10002184;Móveis;Móveis ;Rubbermaid Lâmpada, Preto;37,68;1;0,7;-81,72
1976;US-2014-168200;29/09/2014;03/10/2014;Classe padrão;RA-19795;Raissa Azevedo;Pequenas e Medias Empresas;Ciudad Obregón;Sonora;México;Norte;MÓV-MÓ-10001379;Móveis;Móveis ;Tenex Relógio de parede, Premium;781,92;4;0,4;-143,68
1977;MX-2014-132927;06/06/2014;12/06/2014;Classe padrão;BA-11335;Brenda Almeida;Pequenas e Medias Empresas;Tlalpan;Distrito Federal;México;Norte;TEC-TE-10004216;Tecnologia;Telefones;Cisco Smart Phone, Tamanhos variados;5653,2;6;0;1299,6
1978;MX-2014-132927;06/06/2014;12/06/2014;Classe padrão;BA-11335;Brenda Almeida;Pequenas e Medias Empresas;Tlalpan;Distrito Federal;México;Norte;MAT-ET-10002272;Material de escritório;Etiquetas;Smead Etiquetas redondas, Ajustável;64;2;0;19,6
1979;MX-2014-132927;06/06/2014;12/06/2014;Classe padrão;BA-11335;Brenda Almeida;Pequenas e Medias Empresas;Tlalpan;Distrito Federal;México;Norte;MÓV-MÓ-10000480;Móveis;Móveis ;Deflect-O Peso de porta, Preto;351,6;2;0,4;-234,4
1980;MX-2014-132927;06/06/2014;12/06/2014;Classe padrão;BA-11335;Brenda Almeida;Pequenas e Medias Empresas;Tlalpan;Distrito Federal;México;Norte;MAT-ET-10003933;Material de escritório;Etiquetas;HON Etiquetas para organização de pastas, Vermelho;56,4;1;0;12,4
